model,source_user_id,history_bucket,category_entropy_bucket,unique_category_count,category_entropy
SASRec,1a9f2ae2ded405c2cda09dd84ea68212da7a78281cf83f294bf267d15fede664,21+,high,13,2.54003630382098
SASRec,1aa2d3c003d0ec44a0340bf019b55913d32be668c1af6e00da2ec4f73a78a3b9,21+,high,17,2.8133554045006157
SASRec,1b6fa0f2cd6d44d6ba71dded0e48d28f57965c7655944275b7caaf6f28b41e39,6-10,high,16,2.772588722239781
SASRec,1ba1d3e6f7ed94e924a7d0b4f9c21fc0d241859c73af70dd3301ec9bb2b80535,1-5,mid,16,2.772588722239781
SASRec,1bed6c6ad730bf8a63543dc2311a3d20af649179545703f52b73b96ad99bd7b3,1-5,low,19,2.9264175554979968
SASRec,1c1b5e49ec76aadbd8b77767b237d7bdd407987bc9bb87e0f9c3277c688f6caf,11-20,high,14,2.639057329615258
SASRec,1c280243dd5a2aaf3bc213c2b6426c7185b2be6e52726f15e3b0d9d1e60e5994,21+,high,18,2.857102837442002
SASRec,1c4cfa2e3caf5c7bfb9c5e251f2963d9f7b07398311213a2c31dca9299e58233,1-5,low,15,2.6302533563892636
SASRec,1c51d5aefe2c80cfa9c0f6d5e8ae055b8c699b462ea4a511c8b84228c009f277,21+,high,14,2.5532370029937144
SASRec,1c9385eabc72e5d67973e98b9ddb2b945330163c45704123404a3f3674bc9358,6-10,high,14,2.615630577027551
SASRec,1cdfbde46358d373da9945772e011d0c2050db2ac6114315e283acdfd2694f6e,6-10,high,16,2.7516666169315167
SASRec,1d2243309c6353da5591425f4342283d23578b02f27f5250bd3fd67dc7d1e082,1-5,low,16,2.7516666169315167
SASRec,1d25c5832a7d51472d1d7398a962d8774785e9c00a7e384081d972969bd1c612,11-20,high,16,2.772588722239781
SASRec,1d8f6bf9abc91b389e3a479c253b79b0b518935dce4cbcf49e63954d51ff6746,21+,high,16,2.7516666169315167
SASRec,1d9944b5caa2753ba9e6690e71e772b37c18e28c951342de758bc058828a3981,1-5,low,15,2.685945324669788
SASRec,1db7a84c646f64a85a8bb4e5ff74eddc6bf5efc6a9702002f46f8af61e4ffab6,1-5,mid,16,2.7516666169315167
SASRec,1dc59f44930e27709985be7fe2a15c21d2b8afa6a22240852b55b8d4a1f989b3,1-5,high,14,2.615630577027551
SASRec,1df000cda36243255dcd9621497898c7eaba25567a21e57e3235afb3bd50a573,1-5,mid,12,2.458311329683084
SASRec,1df3e662a726113dea4b384fddfbbc316f14d74c4cee9605dcc8df933cb5bde8,1-5,high,17,2.833213344056216
SASRec,1df8fa03d1f09e8a569bfb1c4c238a0ea41177e94f4e170ae9a7a7957a8c72d9,11-20,low,16,2.7516666169315167
SASRec,1e1ea92318cacede571fc4e4a9bf9bad9456379c4d47017ba557e1f39510f06a,21+,high,13,2.488327743368588
SASRec,1e7cd57f6ac2215d2d17a4f706afa58c42ae12831606db0872edb3de957dfb1c,11-20,high,17,2.8133554045006157
SASRec,1ea039cfce2ab5357d420a9739dc61f0607356a7a038bb1d09c3796473f4103b,6-10,mid,12,2.4410152780267023
SASRec,1ea5ee4df97f73416b795ff2a6b9bf973a6ca38b89a11ef7302fee4eb3fb68b1,11-20,high,15,2.659322697709517
SASRec,1ea810303241f4c321e4235565418f561c3dfda2ef60b0d753f91a0781f4f3f7,21+,high,19,2.9444389791664403
SASRec,1efeec33ea48486f6b1c6c274ae25a4ce5240654a8368f28bdf5df325bfe6d95,6-10,high,15,2.670119889806817
SASRec,1f22c7d5954527195b1337021065eecd970f6812649be85d57dfcf42cc66aae2,21+,high,15,2.670119889806817
SASRec,1f2d0dc98149a29692b9efeee5dde572a061a0b2ca429a910d4ac59ca96bb8d2,1-5,low,17,2.8133554045006157
SASRec,1f350dfcaebab64aec25122ab5603ebfb3115199453bb71044c45d58ccb97782,6-10,mid,13,2.5232109529528914
SASRec,1f3f0ca501948341d4cf5f54c9c7f4e8808b32681d874b1e1b03468884b1f6de,6-10,low,14,2.615630577027551
SASRec,1f573f25b43e2c74d7664cf7fae983492893a9bcd4d7e3a9293bac903ea356da,11-20,high,12,2.3439329813080194
SASRec,1fad8f92bd1cfc7d45b51cc7f18eb622f134b96d3aace98d5fcf1ada734bc982,21+,high,11,2.3419942522324244
SASRec,1fd47f752ec939f66f39e75b0431d1c3e32d9ca9c677e2f20143686fa5c37107,21+,high,16,2.772588722239781
SASRec,1ff9be315149abf630a46a0529b81ef22b15164d0edc8b4e03f506c0b8fffa3c,11-20,high,10,2.253857589601352
SASRec,2066407eb543970e19921619cf9274c0e6d81575e0b07b693318dafebfbdd291,21+,high,17,2.833213344056216
SASRec,20873a24f7741067a557a5223ccc7508b06cf632c79636f01dee1b39719c464d,6-10,high,18,2.890371757896165
SASRec,208c67bff68d2f2cceebbab886e379d6e32c7b29f9eb57dde9aa9554976c3476,11-20,high,16,2.7255503958317213
SASRec,20a44aa842690081b644d86cbb260039a23efa8c29907577b43b19f2fb70b995,21+,mid,17,2.833213344056216
SASRec,20aefc558cb636e95638853c61c80a498a75251261802529d968feba0d52740e,1-5,mid,16,2.7072697097848133
SASRec,20b6ab113a8f4f073bbadc36deb9e9bcbb2d94f4e46233583edc019bf8e208ba,6-10,mid,16,2.7516666169315167
SASRec,20cbb81b80bc7fdfc601c6374f89f75d2172c6151df8a6641785d80a68373816,6-10,high,12,2.3933121229745242
SASRec,20cd2277dae3277ea444333b75d1baaf954fc879cea2940127d2c509a81b35a1,11-20,high,18,2.890371757896165
SASRec,2135790e6b63d10b59f9d8b84a58e24328b0f5ed3a48f15c0a29d4832fdcf167,1-5,high,16,2.772588722239781
SASRec,215e30aec7002e186f5f7b4a6f8d814146b3d8f689e8ae4a4819983bd2e8ae1a,6-10,high,13,2.512658529529802
SASRec,21628ba2af2663407fcd7299546d0bd16d84fc0a9e72b2ebbdb82c70a14b9238,11-20,high,15,2.6302533563892636
SASRec,216859e07881c6c2dc494453468a125afbfbb479ec3b46f4761ac9f8e321e04c,11-20,high,18,2.890371757896165
